id,word,fast_meaning,example_sentence,source,sort_order,created_at,updated_at
1,aberrant,departing from the norm,The aberrant result was removed only after the lab found a recording error. | Such aberrant behavior is unusual for him. | The software crashed due to an aberrant code loop. | They studied the aberrant cell growth. | The weather has been completely aberrant lately.,sat_300_plus_vocab_dataset,11,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
200,nebulous,vague and unclear,The proposal remained nebulous until the team identified specific goals. | The concept of fairness can sometimes seem nebulous. | The nebulous shapes in the fog terrified the travelers. | The politician gave a nebulous answer to the direct question. | The boundaries between the two departments are highly nebulous.,sat_300_plus_vocab_dataset,214,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
201,nominal,existing in name only,"The king retained nominal authority, but elected ministers made the important decisions. | The nominal authority changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its nominal authority became clear once the evidence was examined. | In the debate, the speaker’s nominal authority mattered as much as the facts he presented. | A careful reader would notice how the nominal authority reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100201,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
202,nuanced,showing subtle differences,Her nuanced reading avoids treating the characters as simply good or evil. | The actor gave a wonderfully nuanced performance. | The complex issue requires a nuanced debate. | The nuanced flavors of the wine developed over time. | A nuanced understanding of history is crucial.,sat_300_plus_vocab_dataset,215,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
203,obdurate,stubbornly refusing to change,The obdurate official refused to reconsider even after experts objected. | The obdurate mule refused to cross the bridge. | His obdurate denial of the facts frustrated everyone. | The obdurate fortress withstood months of siege. | The president remained obdurate in his decision to veto the bill.,sat_300_plus_vocab_dataset,216,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
204,obfuscate,make unclear or confusing,"The company’s report seemed designed to obfuscate the costs rather than explain them. | The editorial tried to obfuscate the report’s actual costs, but its evidence was too thin to persuade careful readers. | Rather than obfuscate the report’s actual costs, the author acknowledged uncertainty and strengthened the argument. | The committee’s attempt to obfuscate the report’s actual costs became a central issue in the investigation. | In the final paragraph, new testimony helps obfuscate the report’s actual costs and changes the reader’s interpretation.",sat_300_plus_vocab_dataset,100204,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
205,objective,unbiased and fact-based,"The evaluator tried to remain objective by using the same criteria for every submission. | The objective analysis changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its objective analysis became clear once the evidence was examined. | In the debate, the speaker’s objective analysis mattered as much as the facts he presented. | A careful reader would notice how the objective analysis reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100205,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
206,obsequious,overly eager to please,"The assistant’s obsequious praise made the director doubt whether any feedback was sincere. | The obsequious assistant changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its obsequious assistant became clear once the evidence was examined. | In the debate, the speaker’s obsequious assistant mattered as much as the facts he presented. | A careful reader would notice how the obsequious assistant reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100206,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
207,obstinate,stubbornly refusing to yield,"The scientist was obstinate about the hypothesis until new measurements contradicted it. | The obstinate negotiator changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its obstinate negotiator became clear once the evidence was examined. | In the debate, the speaker’s obstinate negotiator mattered as much as the facts he presented. | A careful reader would notice how the obstinate negotiator reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100207,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
208,obviate,make no longer necessary,Clear instructions obviate many mistakes that would otherwise delay the experiment. | The new vaccine could obviate the need for lockdowns. | A parachute obviates the danger of falling. | Automation obviates much of the manual labor. | Good planning obviates future crises.,sat_300_plus_vocab_dataset,8,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
209,officious,intrusively offering unwanted help,"The officious clerk rearranged the display despite having no responsibility for it. | The officious volunteer changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its officious volunteer became clear once the evidence was examined. | In the debate, the speaker’s officious volunteer mattered as much as the facts he presented. | A careful reader would notice how the officious volunteer reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100209,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
210,onerous,burdensome and difficult,"The reporting requirements were so onerous that small organizations struggled to comply. | The onerous requirement changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its onerous requirement became clear once the evidence was examined. | In the debate, the speaker’s onerous requirement mattered as much as the facts he presented. | A careful reader would notice how the onerous requirement reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100210,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
211,opaque,hard to understand,The agency's opaque rules left applicants unsure how decisions were made. | The opaque glass in the bathroom provided privacy. | The opaque jargon in the manual makes it useless. | The murky water was completely opaque. | The opaque financial report hid the company's true losses.,sat_300_plus_vocab_dataset,220,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
212,ostensible,stated but possibly false,The trip's ostensible purpose was research but it also repaired alliances. | The ostensible reason for his resignation was health problems. | The ostensible leader of the group actually has very little power. | The ostensible charity was actually a front for tax evasion. | The ostensible plot hides a deeper psychological theme.,sat_300_plus_vocab_dataset,223,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
213,ostentatious,showy to impress others,"The mansion’s ostentatious entrance contrasted with the owner’s claims of modest taste. | The ostentatious display changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its ostentatious display became clear once the evidence was examined. | In the debate, the speaker’s ostentatious display mattered as much as the facts he presented. | A careful reader would notice how the ostentatious display reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100213,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
214,parochial,narrow in viewpoint,The committee's parochial concerns ignored the region's larger needs. | The parochial school only teaches local history. | His parochial attitude prevents him from understanding global issues. | The voters rejected the parochial candidate. | The newspaper has a highly parochial perspective.,sat_300_plus_vocab_dataset,225,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
215,partisan,strongly biased toward a side,The report sounded partisan because it ignored evidence from opponents. | The partisan divide in the country has never been wider. | The newspaper's partisan coverage favors the ruling party. | The partisan crowd booed the visiting team mercilessly. | A partisan block prevented the legislation from passing.,sat_300_plus_vocab_dataset,227,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
216,pedantic,overly focused on details,His pedantic corrections distracted from the speaker's main point. | The pedantic professor insists on exact citations. | The review was overly pedantic and missed the beauty of the art. | Her pedantic nature makes her a great proofreader but a difficult friend. | The pedantic argument over grammar ruined the debate.,sat_300_plus_vocab_dataset,228,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
217,perfunctory,done without real care,Her perfunctory apology satisfied the rule but not the students who felt ignored. | He gave a perfunctory nod to the guard. | The inspection was merely perfunctory. | She offered a perfunctory smile. | A perfunctory glance revealed nothing.,sat_300_plus_vocab_dataset,1,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
218,peripheral,less central or important,"The subplot is peripheral at first, but it later clarifies the hero’s motivation. | The peripheral issue changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its peripheral issue became clear once the evidence was examined. | In the debate, the speaker’s peripheral issue mattered as much as the facts he presented. | A careful reader would notice how the peripheral issue reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100218,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
219,pernicious,harmful in a subtle way,"The rumor had a pernicious effect, slowly eroding trust within the team. | The pernicious rumor changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its pernicious rumor became clear once the evidence was examined. | In the debate, the speaker’s pernicious rumor mattered as much as the facts he presented. | A careful reader would notice how the pernicious rumor reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100219,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
220,pervasive,spread throughout many places,A pervasive sense of uncertainty shaped every decision that year. | The pervasive smell of smoke lingered for days. | The pervasive influence of social media affects everyone. | The pervasive corruption in the city ruined the economy. | A pervasive fear gripped the town after the attack.,sat_300_plus_vocab_dataset,230,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
221,petulant,childishly sulky or irritable,"The actor’s petulant response to mild criticism surprised reporters at the event. | The petulant reply changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its petulant reply became clear once the evidence was examined. | In the debate, the speaker’s petulant reply mattered as much as the facts he presented. | A careful reader would notice how the petulant reply reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100221,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
222,placate,calm someone's anger,The airline offered refunds to placate passengers after the cancellation. | He bought her a diamond necklace to placate her. | The manager tried to placate the furious customer with a discount. | Nothing could placate the angry mob. | The treaty was designed to placate the hostile neighbor.,sat_300_plus_vocab_dataset,231,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
223,plausible,seeming reasonable or likely,Her explanation was plausible but still required evidence. | The movie features a highly plausible sci-fi scenario. | The suspect offered a plausible alibi for the night of the crime. | It is plausible that the climate will change drastically. | The theory is plausible but remains unproven.,sat_300_plus_vocab_dataset,232,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
224,poignant,deeply moving with sadness,"The memoir’s most poignant scene describes a reunion that occurs too late. | The poignant scene changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its poignant scene became clear once the evidence was examined. | In the debate, the speaker’s poignant scene mattered as much as the facts he presented. | A careful reader would notice how the poignant scene reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100224,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
225,polemical,strongly argumentative in tone,The book is polemical rather than balanced because it attacks every rival theory. | The journalist wrote a polemical article condemning the new law. | The polemical speech divided the audience. | A polemical tone is not appropriate for an objective encyclopedia. | The controversial film sparked a polemical debate.,sat_300_plus_vocab_dataset,233,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
226,pragmatic,practical and realistic,The mayor offered a pragmatic solution that both sides could accept. | A pragmatic approach focuses on results over ideology. | The pragmatic engineer chose the strongest material not the prettiest. | The pragmatic decision was to sell the failing business. | She is highly pragmatic when it comes to money.,sat_300_plus_vocab_dataset,234,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
227,precarious,dangerously unstable or uncertain,The ladder looked precarious after years of neglect. | The financial state of the company is highly precarious. | The climber balanced on a precarious ledge. | The peace treaty established a precarious cease-fire. | The precarious stack of books finally fell over.,sat_300_plus_vocab_dataset,235,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
228,precipitous,steep or sudden,The company faced a precipitous decline after the product recall. | The mountain path has a precipitous drop on one side. | The precipitous rise in inflation panicked the markets. | His precipitous decision to quit shocked his family. | The cliff face was completely precipitous.,sat_300_plus_vocab_dataset,237,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
229,preclude,prevent from happening,"The narrow entrance precludes the use of large equipment during restoration. | The editorial tried to preclude a fair comparison, but its evidence was too thin to persuade careful readers. | Rather than preclude a fair comparison, the author acknowledged uncertainty and strengthened the argument. | The committee’s attempt to preclude a fair comparison became a central issue in the investigation. | In the final paragraph, new testimony helps preclude a fair comparison and changes the reader’s interpretation.",sat_300_plus_vocab_dataset,100229,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
230,precocious,developed unusually early,"The precocious pianist composed a short concerto before entering high school. | The precocious child changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its precocious child became clear once the evidence was examined. | In the debate, the speaker’s precocious child mattered as much as the facts he presented. | A careful reader would notice how the precocious child reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100230,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
231,prescient,seeing future trends,The novelist was prescient about how technology would reshape friendship. | The prescient investor bought the stock before it skyrocketed. | The prescient warning saved many lives. | The science fiction movie seems incredibly prescient today. | Her prescient dreams often come true.,sat_300_plus_vocab_dataset,238,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
232,presumptuous,overly bold or forward,It was presumptuous to revise the plan without consulting the team. | The presumptuous guest started eating before the host sat down. | It is presumptuous to assume you know what she is thinking. | The presumptuous young intern told the CEO how to run the company. | I hope it is not presumptuous to offer my advice.,sat_300_plus_vocab_dataset,239,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
233,pretense,false appearance or claim,"The meeting maintained a pretense of cooperation while both sides prepared to withdraw. | The scholar presented the idea as a pretense, not as a conclusion supported by complete evidence. | The passage depends on a pretense that readers are expected to question rather than accept. | By invoking a pretense, the author exposes the gap between public appearance and private motive. | The debate turned on a pretense, since no witness could provide decisive proof.",sat_300_plus_vocab_dataset,100233,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
234,prodigious,impressively large or great,"The poet’s prodigious output included plays, essays, and hundreds of letters. | The prodigious talent changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its prodigious talent became clear once the evidence was examined. | In the debate, the speaker’s prodigious talent mattered as much as the facts he presented. | A careful reader would notice how the prodigious talent reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100234,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
235,prolific,producing much work,The prolific composer wrote music for film as well as concert halls and theater. | The prolific author publishes three novels a year. | The prolific apple tree produces hundreds of pounds of fruit. | The prolific inventor held over a thousand patents. | The prolific artist filled the gallery with new paintings.,sat_300_plus_vocab_dataset,241,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
236,proponent,person who supports an idea,"A proponent of open data, Singh argued that public research should be freely accessible. | The prosecutor portrayed him as a proponent, arguing that his polished language concealed a lack of real expertise. | Even sympathetic observers began to doubt the proponent when his credentials could not be verified. | In the passage, the proponent gains influence by exploiting the public’s desire for easy answers. | The narrator contrasts the proponent with a careful scholar who admits the limits of her knowledge.",sat_300_plus_vocab_dataset,100236,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
237,prosaic,plain and ordinary,The poem turns prosaic details into moments of reflection. | The prosaic reality of farming involves a lot of hard manual labor. | The prosaic architecture of the office building is uninspiring. | He gave a prosaic description of his trip to the grocery store. | The prosaic language in the manual is exactly what is needed.,sat_300_plus_vocab_dataset,243,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
238,provisional,temporary and subject to change,"The map is provisional until surveyors confirm the boundary markers. | The provisional agreement changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its provisional agreement became clear once the evidence was examined. | In the debate, the speaker’s provisional agreement mattered as much as the facts he presented. | A careful reader would notice how the provisional agreement reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100238,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
239,prudent,careful and wise,Saving extra supplies was prudent given the storm forecast. | It is prudent to check your mirrors before changing lanes. | The prudent investor diversified her portfolio. | A prudent approach minimizes the risk of failure. | The prudent king saved grain during the years of plenty.,sat_300_plus_vocab_dataset,244,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
240,pugnacious,eager to argue or fight,"The pugnacious columnist treated every disagreement as an invitation to battle. | The pugnacious critic changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its pugnacious critic became clear once the evidence was examined. | In the debate, the speaker’s pugnacious critic mattered as much as the facts he presented. | A careful reader would notice how the pugnacious critic reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100240,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
241,qualified,limited or conditional,"The committee offered qualified support, praising the aim while questioning the budget. | The qualified endorsement changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its qualified endorsement became clear once the evidence was examined. | In the debate, the speaker’s qualified endorsement mattered as much as the facts he presented. | A careful reader would notice how the qualified endorsement reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100241,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
242,quixotic,idealistic but impractical,His quixotic plan inspired volunteers but ignored basic costs. | The quixotic quest to find the lost city bankrupt the explorer. | Her quixotic desire to solve world hunger is noble but difficult. | The quixotic knight charged at the windmill. | The startup failed due to its quixotic business model.,sat_300_plus_vocab_dataset,245,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
243,rancorous,full of bitter resentment,The debate became rancorous after both candidates questioned each other's motives. | The rancorous divorce destroyed the family. | The rancorous dispute over property lines lasted for years. | A rancorous mood settled over the divided meeting. | The rancorous online comments forced the website to close the forum.,sat_300_plus_vocab_dataset,246,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
244,rebut,answer by proving wrong,"The scientist used new data to rebut claims that the pattern was random. | The editorial tried to rebut the senator’s claim, but its evidence was too thin to persuade careful readers. | Rather than rebut the senator’s claim, the author acknowledged uncertainty and strengthened the argument. | The committee’s attempt to rebut the senator’s claim became a central issue in the investigation. | In the final paragraph, new testimony helps rebut the senator’s claim and changes the reader’s interpretation.",sat_300_plus_vocab_dataset,100244,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
245,recalcitrant,stubbornly refusing to cooperate,The recalcitrant printer jammed whenever the office needed urgent copies. | The recalcitrant child refused to eat his vegetables. | The recalcitrant prisoner spent time in solitary confinement. | The recalcitrant union leaders rejected every offer. | The recalcitrant horse refused to jump the fence.,sat_300_plus_vocab_dataset,247,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
246,reconcile,make consistent or harmonious,"The historian tried to reconcile two accounts that described the same event differently. | The editorial tried to reconcile the two conflicting accounts, but its evidence was too thin to persuade careful readers. | Rather than reconcile the two conflicting accounts, the author acknowledged uncertainty and strengthened the argument. | The committee’s attempt to reconcile the two conflicting accounts became a central issue in the investigation. | In the final paragraph, new testimony helps reconcile the two conflicting accounts and changes the reader’s interpretation.",sat_300_plus_vocab_dataset,100246,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
247,refute,prove to be false,The experiment refuted the claim that the material was waterproof. | The lawyer used phone records to refute the suspect's alibi. | Galileo's telescope helped refute the earth-centric model. | He wrote an essay to refute his critics. | The evidence decisively refutes the conspiracy theory.,sat_300_plus_vocab_dataset,250,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
248,relegate,assign lower status,The update relegated older features to a hidden menu. | The injured star player was relegated to the bench. | The failing team was relegated to a lower division. | The task of cleaning was relegated to the newest employee. | The outdated computer was relegated to the storage closet.,sat_300_plus_vocab_dataset,251,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
249,renounce,formally give up or reject,"The philosopher renounced his earlier view after encountering evidence he could not dismiss. | The editorial tried to renounce his earlier theory, but its evidence was too thin to persuade careful readers. | Rather than renounce his earlier theory, the author acknowledged uncertainty and strengthened the argument. | The committee’s attempt to renounce his earlier theory became a central issue in the investigation. | In the final paragraph, new testimony helps renounce his earlier theory and changes the reader’s interpretation.",sat_300_plus_vocab_dataset,100249,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
250,repudiate,reject as false or wrong,"The author publicly repudiated the article after learning that its main source was fabricated. | The editorial tried to repudiate the forged document, but its evidence was too thin to persuade careful readers. | Rather than repudiate the forged document, the author acknowledged uncertainty and strengthened the argument. | The committee’s attempt to repudiate the forged document became a central issue in the investigation. | In the final paragraph, new testimony helps repudiate the forged document and changes the reader’s interpretation.",sat_300_plus_vocab_dataset,100250,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
251,rescind,cancel in an official way,The university voted to rescind the rule after students challenged it. | The company decided to rescind the controversial job offer. | The government rescinded the mandatory curfew. | The order to attack was rescinded at the last moment. | The invitation was rescinded following his terrible behavior.,sat_300_plus_vocab_dataset,300,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
252,reticent,reserved or reluctant,The researcher was reticent about results that had not been replicated. | The normally talkative girl was strangely reticent. | He is reticent to discuss his personal life with the press. | The reticent suspect refused to answer the detective's questions. | Her reticent nature makes her seem mysterious.,sat_300_plus_vocab_dataset,254,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
253,reverent,deeply respectful in attitude,"The documentary takes a reverent approach to its subject, avoiding gossip and speculation. | The reverent tribute changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its reverent tribute became clear once the evidence was examined. | In the debate, the speaker’s reverent tribute mattered as much as the facts he presented. | A careful reader would notice how the reverent tribute reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100253,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
254,rudimentary,basic and undeveloped,"The shelter had only rudimentary medical supplies, so serious cases were sent elsewhere. | The rudimentary shelter changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its rudimentary shelter became clear once the evidence was examined. | In the debate, the speaker’s rudimentary shelter mattered as much as the facts he presented. | A careful reader would notice how the rudimentary shelter reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100254,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
255,salient,most important or noticeable,The salient point is that the study measured behavior rather than intentions. | The salient feature of the landscape is the massive volcano. | The lawyer summarized the salient facts of the case for the jury. | The salient difference between the two models is the price. | Her salient weakness is her terrible time management.,sat_300_plus_vocab_dataset,257,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
256,sanguine,optimistic and confident,Economists were sanguine about recovery after several months of growth. | He remained sanguine despite the terrible news. | Her sanguine disposition makes her a joy to be around. | The team is sanguine about their chances of winning the championship. | A sanguine attitude is helpful in stressful situations.,sat_300_plus_vocab_dataset,258,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
257,sardonic,mocking and bitter,His sardonic remark turned applause into uneasy laughter. | The sardonic comedian targets the hypocrisy of politicians. | She gave a sardonic smile when the naive plan was proposed. | His sardonic tone makes it hard to know if he's joking. | The novel is a sardonic critique of modern society.,sat_300_plus_vocab_dataset,259,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
258,scrupulous,careful and principled,The scrupulous journalist verified every quotation before publication. | The scrupulous accountant found the missing penny. | He is scrupulous in his adherence to the law. | The scrupulous cleaning left the kitchen spotless. | A scrupulous attention to detail is required for this job.,sat_300_plus_vocab_dataset,260,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
259,scrutinize,examine very closely,Auditors will scrutinize the accounts before approving the grant. | The detective scrutinized the crime scene for clues. | The committee scrutinized the proposal line by line. | The scientist scrutinized the data for any anomalies. | The media heavily scrutinized the candidate's past.,sat_300_plus_vocab_dataset,261,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
260,sedulous,diligent and persistent,"The sedulous assistant cataloged every specimen before the museum reopened. | The sedulous researcher changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its sedulous researcher became clear once the evidence was examined. | In the debate, the speaker’s sedulous researcher mattered as much as the facts he presented. | A careful reader would notice how the sedulous researcher reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100260,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
261,seminal,strongly influential and original,"The paper became seminal because later researchers built entire fields from its method. | The seminal essay changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its seminal essay became clear once the evidence was examined. | In the debate, the speaker’s seminal essay mattered as much as the facts he presented. | A careful reader would notice how the seminal essay reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100261,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
262,serendipitous,discovered by fortunate accident,"The cure’s discovery was serendipitous, emerging from an experiment designed for another purpose. | The serendipitous discovery changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its serendipitous discovery became clear once the evidence was examined. | In the debate, the speaker’s serendipitous discovery mattered as much as the facts he presented. | A careful reader would notice how the serendipitous discovery reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100262,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
263,skeptical,inclined to doubt claims,"The editor remained skeptical until the reporter produced documents supporting the story. | The skeptical reviewer changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its skeptical reviewer became clear once the evidence was examined. | In the debate, the speaker’s skeptical reviewer mattered as much as the facts he presented. | A careful reader would notice how the skeptical reviewer reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100263,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
264,soporific,tending to cause sleepiness,The lecture's soporific pace made even interested students struggle. | The warm milk had a pleasant soporific effect. | The soporific heat of the afternoon made everyone nap. | The soporific documentary put half the audience to sleep. | The medicine is highly soporific and shouldn't be taken before driving.,sat_300_plus_vocab_dataset,263,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
265,specious,false but seeming plausible,His specious excuse sounded reasonable until the dates proved it impossible. | The advertisement made specious claims about weight loss. | She recognized his specious reasoning immediately. | It was a specious argument designed to distract. | The theory proved to be entirely specious.,sat_300_plus_vocab_dataset,6,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
266,sporadic,occurring irregularly or occasionally,"The region received only sporadic rainfall, making farming unreliable. | The sporadic rainfall changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its sporadic rainfall became clear once the evidence was examined. | In the debate, the speaker’s sporadic rainfall mattered as much as the facts he presented. | A careful reader would notice how the sporadic rainfall reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100266,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
267,spurious,false or not genuine,The researcher removed spurious correlations that resulted from bad coding. | The spurious rumor ruined her reputation. | The painting was revealed to be a spurious copy. | The politician made a spurious claim about his opponent. | The logic of the argument is entirely spurious.,sat_300_plus_vocab_dataset,264,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
268,stalwart,loyal and dependable,"A stalwart defender of the program, Ortiz attended every budget meeting. | The stalwart ally changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its stalwart ally became clear once the evidence was examined. | In the debate, the speaker’s stalwart ally mattered as much as the facts he presented. | A careful reader would notice how the stalwart ally reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100268,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
269,steadfast,firm and loyal,Her steadfast support kept the project alive during repeated setbacks. | The steadfast soldier refused to abandon his post. | A steadfast belief in justice drives her work. | The steadfast dog waited for its master every day. | Their steadfast friendship survived many arguments.,sat_300_plus_vocab_dataset,265,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
270,stymie,block or hinder progress,"Missing records stymied the investigation for months. | The editorial tried to stymie the investigation, but its evidence was too thin to persuade careful readers. | Rather than stymie the investigation, the author acknowledged uncertainty and strengthened the argument. | The committee’s attempt to stymie the investigation became a central issue in the investigation. | In the final paragraph, new testimony helps stymie the investigation and changes the reader’s interpretation.",sat_300_plus_vocab_dataset,100270,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
